0.21484,0.49609,0
0.48828,0.60156,0.0083942
0.8125,0.71094,0.016788
1.0625,0.78125,0.025183
1.2422,0.83594,0.033577
1.4258,0.89453,0.041971
1.6172,0.94531,0.050365
1.8359,1.0117,0.05876
2.0977,1.0742,0.067154
2.3203,1.1406,0.075548
2.543,1.2188,0.083942
2.793,1.3047,0.092337
3.0469,1.4023,0.10073
3.3008,1.5039,0.10913
3.5391,1.6055,0.11752
3.7852,1.7031,0.12591
4.0898,1.8281,0.13431
4.3164,1.9492,0.1427
4.5195,2.0586,0.1511
4.7305,2.1641,0.15949
4.9141,2.2773,0.16788
5.1992,2.4141,0.17628
5.3633,2.5469,0.18467
5.6016,2.6719,0.19307
5.8477,2.8047,0.20146
6.0273,2.957,0.20986
6.2109,3.0859,0.21825
6.3945,3.25,0.22664
6.5898,3.375,0.23504
6.7305,3.5156,0.24343
6.8711,3.625,0.25183
7.0117,3.7578,0.26022
7.1719,3.8906,0.26862
7.2266,3.9922,0.27701
7.3242,4.1328,0.2854
7.4453,4.293,0.2938
7.6289,4.4258,0.30219
7.6875,4.5625,0.31059
7.8477,4.7227,0.31898
7.9297,4.8711,0.32738
7.9805,4.9961,0.33577
8.1484,5.1328,0.34416
8.1719,5.2578,0.35256
8.2227,5.3828,0.36095
8.3555,5.5273,0.36935
8.4805,5.668,0.37774
8.5664,5.7852,0.38613
8.6953,5.8906,0.39453
8.7461,5.9883,0.40292
8.8359,6.1133,0.41132
8.9219,6.2305,0.41971
8.9648,6.3438,0.42811
9.0195,6.4453,0.4365
9.0469,6.5586,0.44489
9.1133,6.668,0.45329
9.1758,6.7695,0.46168
9.2578,6.875,0.47008
9.2891,6.9727,0.47847
9.2891,7.0664,0.48687
9.3125,7.1758,0.49526
9.3555,7.2617,0.50365
9.4023,7.3555,0.51205
9.3906,7.4297,0.52044
9.4297,7.5117,0.52884
9.4219,7.5898,0.53723
9.4492,7.6797,0.54563
9.4375,7.7422,0.55402
9.4922,7.832,0.56241
9.5742,7.9102,0.57081
9.6133,7.9844,0.5792
9.6328,8.0469,0.5876
9.6836,8.1328,0.59599
9.6641,8.2148,0.60438
9.6992,8.2891,0.61278
9.75,8.3672,0.62117
9.7734,8.4375,0.62957
9.8164,8.5117,0.63796
9.8125,8.5703,0.64636
9.8477,8.625,0.65475
9.8945,8.6758,0.66314
9.9297,8.7188,0.67154
9.9609,8.7578,0.67993
9.9961,8.793,0.68833
10.027,8.8281,0.69672
10.055,8.8555,0.70512
10.082,8.8828,0.71351
10.105,8.9102,0.7219
10.129,8.9336,0.7303
10.152,8.957,0.73869
10.172,8.9766,0.74709
10.191,8.9922,0.75548
10.211,9.0117,0.76387
10.227,9.0273,0.77227
10.242,9.043,0.78066
10.254,9.0547,0.78906
10.27,9.0664,0.79745
10.281,9.0781,0.80585
10.293,9.0898,0.81424
10.305,9.1016,0.82263
10.313,9.1094,0.83103
10.324,9.1211,0.83942
10.332,9.125,0.84782
10.375,9.1406,0.85621
10.551,9.1602,0.86461
10.691,9.2031,0.873
