0.20703,0.48828,0
0.25781,0.51172,0.0088205
0.60938,0.64453,0.017641
0.94531,0.75,0.026462
1.1758,0.82031,0.035282
1.3828,0.86328,0.044103
1.6094,0.91797,0.052923
1.7617,0.98438,0.061744
1.9609,1.0547,0.070564
2.2148,1.1211,0.079385
2.4336,1.1953,0.088205
2.6367,1.2734,0.097026
2.8281,1.3281,0.10585
3.0039,1.4023,0.11467
3.1953,1.4844,0.12349
3.4883,1.5859,0.13231
3.7148,1.6875,0.14113
3.8633,1.7813,0.14995
4.0625,1.8789,0.15877
4.2422,1.9766,0.16759
4.4922,2.1094,0.17641
4.6953,2.2188,0.18523
4.8711,2.3555,0.19405
5.0742,2.4727,0.20287
5.2383,2.5781,0.21169
5.3672,2.6914,0.22051
5.5625,2.8125,0.22933
5.7109,2.9258,0.23815
5.8516,3.0469,0.24697
5.9883,3.168,0.25579
6.0703,3.2578,0.26462
6.2734,3.3633,0.27344
6.4063,3.4609,0.28226
6.4961,3.582,0.29108
6.5938,3.6836,0.2999
6.7461,3.8125,0.30872
6.8242,3.9219,0.31754
6.9102,4.0078,0.32636
7.0664,4.1289,0.33518
7.1445,4.2383,0.344
7.1914,4.3398,0.35282
7.3086,4.4414,0.36164
7.4063,4.5625,0.37046
7.5117,4.6758,0.37928
7.6289,4.7891,0.3881
7.707,4.8945,0.39692
7.7617,4.9961,0.40574
7.7891,5.082,0.41456
7.8594,5.2031,0.42338
7.9023,5.3008,0.43221
7.918,5.3789,0.44103
8.0195,5.4844,0.44985
8.0938,5.6133,0.45867
8.1523,5.7266,0.46749
8.2266,5.8125,0.47631
8.2969,5.9141,0.48513
8.3125,6,0.49395
8.4023,6.1016,0.50277
8.4258,6.1953,0.51159
8.4453,6.2891,0.52041
8.4961,6.3906,0.52923
8.4883,6.4727,0.53805
8.5391,6.5664,0.54687
8.6016,6.6641,0.55569
8.6367,6.7422,0.56451
8.6016,6.8047,0.57333
8.5781,6.8711,0.58215
8.5625,6.9453,0.59097
8.6133,7.0273,0.59979
8.6523,7.1133,0.60862
8.6953,7.2031,0.61744
8.7383,7.2734,0.62626
8.7656,7.332,0.63508
8.7734,7.4102,0.6439
8.7656,7.4688,0.65272
8.7656,7.5352,0.66154
