0.20703,0.48438,0
0.23047,0.49609,0.0099935
0.53125,0.61719,0.019987
0.83594,0.73047,0.02998
1.0859,0.80469,0.039974
1.293,0.86328,0.049967
1.5039,0.90234,0.059961
1.707,0.94922,0.069954
1.8867,1.0039,0.079948
2.0859,1.0781,0.089941
2.3047,1.1328,0.099935
2.5273,1.1914,0.10993
2.7148,1.2617,0.11992
2.8984,1.3398,0.12992
3.0938,1.4023,0.13991
3.3359,1.4844,0.1499
3.5195,1.5664,0.1599
3.7539,1.6563,0.16989
3.918,1.7266,0.17988
4.1133,1.8281,0.18988
4.3359,1.9336,0.19987
4.4805,1.9961,0.20986
4.668,2.0859,0.21986
4.793,2.168,0.22985
4.8984,2.2383,0.23984
5.0547,2.3086,0.24984
5.207,2.4375,0.25983
5.3555,2.5508,0.26982
5.457,2.6484,0.27982
5.6484,2.75,0.28981
5.7852,2.8438,0.2998
5.918,2.9492,0.3098
6.082,3.0625,0.31979
6.2148,3.168,0.32978
6.3125,3.2578,0.33978
6.4258,3.3477,0.34977
6.5234,3.4727,0.35976
6.6328,3.5703,0.36976
6.7461,3.6875,0.37975
6.8594,3.7656,0.38975
6.9688,3.8594,0.39974
7.0664,3.9648,0.40973
7.1328,4.0625,0.41973
7.1758,4.1484,0.42972
7.2734,4.2695,0.43971
7.3281,4.3867,0.44971
7.4375,4.4961,0.4597
7.4375,4.5859,0.46969
7.4922,4.6758,0.47969
7.5781,4.793,0.48968
7.6172,4.875,0.49967
7.6602,4.9922,0.50967
7.6289,5.0781,0.51966
7.6953,5.1797,0.52965
7.7148,5.2617,0.53965
7.7344,5.3281,0.54964
7.7813,5.418,0.55963
7.8086,5.5234,0.56963
7.8242,5.6133,0.57962
7.8281,5.707,0.58961
7.8789,5.7773,0.59961
7.8945,5.8594,0.6096
7.9258,5.9609,0.61959
7.9453,6.0508,0.62959
8.0156,6.1367,0.63958
7.9922,6.1875,0.64958
7.9648,6.2461,0.65957
8.0039,6.3359,0.66956
8.0156,6.418,0.67956
7.9922,6.5078,0.68955
8.0391,6.5977,0.69954
8.0195,6.6523,0.70954
7.9648,6.6992,0.71953
8.0352,6.7773,0.72952
8.0781,6.8555,0.73952
8.1172,6.9336,0.74951
8.1367,7.0078,0.7595
8.0977,7.0781,0.7695
8.0508,7.1289,0.77949
8.0156,7.1719,0.78948
8.0117,7.2188,0.79948
7.9609,7.2734,0.80947
7.9727,7.3281,0.81946
8.0078,7.3945,0.82946
8.0039,7.4648,0.83945
8.0352,7.5391,0.84944
8.0313,7.6016,0.85944
8.082,7.6641,0.86943
8.0625,7.707,0.87942
8.0469,7.7617,0.88942
8.0469,7.8047,0.89941
8.0859,7.8516,0.90941
8.0938,7.8984,0.9194
8.0391,7.9219,0.92939
8.0625,7.9727,0.93939
8.0781,8.0352,0.94938
8.0625,8.0859,0.95937
8.0938,8.1328,0.96937
8.1133,8.1758,0.97936
8.125,8.2227,0.98935
8.1367,8.2617,0.99935
8.1289,8.3008,1.0093
8.1367,8.3594,1.0193
8.1797,8.4141,1.0293
8.1523,8.4492,1.0393
8.1602,8.4922,1.0493
8.1406,8.5234,1.0593
8.1563,8.5547,1.0693
8.168,8.5898,1.0793
8.1953,8.6406,1.0893
8.1953,8.668,1.0993
8.1875,8.7109,1.1093
8.2031,8.7461,1.1193
8.2266,8.7813,1.1293
8.2383,8.8125,1.1393
8.2266,8.8359,1.1492
8.2383,8.8828,1.1592
8.25,8.9375,1.1692
8.2539,8.9688,1.1792
8.2734,8.9922,1.1892
8.2773,9.0273,1.1992
8.2734,9.0508,1.2092
8.2773,9.082,1.2192
8.3125,9.125,1.2292
8.3125,9.1445,1.2392
8.293,9.1602,1.2492
8.2969,9.1797,1.2592
8.3203,9.2148,1.2692
8.3203,9.2344,1.2792
8.332,9.2695,1.2892
8.3242,9.2969,1.2992
8.3047,9.3125,1.3091
8.3164,9.3438,1.3191
8.3359,9.375,1.3291
8.3594,9.4023,1.3391
8.3789,9.4414,1.3491
8.3594,9.457,1.3591
8.3672,9.4805,1.3691
8.4453,9.5273,1.3791
8.4531,9.5625,1.3891
8.4492,9.5859,1.3991
8.4453,9.6094,1.4091
8.4414,9.6367,1.4191
8.4453,9.668,1.4291
8.4609,9.6914,1.4391
8.4648,9.7148,1.4491
8.4531,9.7344,1.459
8.4766,9.7617,1.469
8.4688,9.7813,1.479
8.4766,9.8086,1.489
8.4844,9.8359,1.499
8.4883,9.8594,1.509
8.4844,9.8828,1.519
8.4766,9.8984,1.529
8.4609,9.9102,1.539
8.4648,9.9336,1.549
8.4531,9.9414,1.559
8.4492,9.957,1.569
8.4492,9.9805,1.579
8.4492,9.9961,1.589
8.4688,10.016,1.599
8.4961,10.047,1.6089
8.4883,10.066,1.6189
8.4766,10.066,1.6289
8.4883,10.086,1.6389
8.4961,10.117,1.6489
8.5039,10.133,1.6589
8.5117,10.152,1.6689
8.5039,10.18,1.6789
8.5195,10.191,1.6889
8.5195,10.199,1.6989
8.5273,10.219,1.7089
8.5469,10.25,1.7189
8.5781,10.285,1.7289
8.6055,10.309,1.7389
8.625,10.344,1.7489
8.6289,10.371,1.7588
8.6445,10.402,1.7688
8.6719,10.43,1.7788
8.7031,10.461,1.7888
8.7227,10.496,1.7988
8.7383,10.516,1.8088
8.7734,10.547,1.8188
8.7852,10.582,1.8288
8.7969,10.602,1.8388
8.8203,10.629,1.8488
8.8359,10.656,1.8588
8.8594,10.68,1.8688
8.8711,10.703,1.8788
8.8828,10.727,1.8888
8.8984,10.758,1.8988
8.9141,10.785,1.9088
8.9375,10.816,1.9187
8.957,10.848,1.9287
8.9805,10.887,1.9387
9.0039,10.918,1.9487
9.0234,10.949,1.9587
9.0508,10.984,1.9687
9.0625,11.012,1.9787
9.0781,11.035,1.9887
9.1016,11.07,1.9987
9.1133,11.098,2.0087
9.1289,11.129,2.0187
9.1445,11.148,2.0287
9.1641,11.18,2.0387
9.1875,11.223,2.0487
9.207,11.254,2.0587
9.2305,11.285,2.0686
9.2383,11.305,2.0786
9.2578,11.332,2.0886
9.2695,11.359,2.0986
9.2852,11.387,2.1086
9.3086,11.418,2.1186
9.3281,11.453,2.1286
9.3516,11.484,2.1386
9.3711,11.516,2.1486
9.3945,11.551,2.1586
9.4102,11.57,2.1686
9.4258,11.609,2.1786
9.4414,11.641,2.1886
9.4609,11.668,2.1986
9.4766,11.695,2.2086
9.4961,11.73,2.2185
9.5117,11.758,2.2285
9.5273,11.785,2.2385
9.543,11.813,2.2485
9.5664,11.848,2.2585
9.582,11.875,2.2685
9.6016,11.906,2.2785
9.6172,11.941,2.2885
9.6328,11.973,2.2985
9.6484,12,2.3085
9.6641,12.027,2.3185
9.6758,12.055,2.3285
9.6875,12.082,2.3385
9.7031,12.109,2.3485
9.7188,12.137,2.3585
9.7305,12.16,2.3685
9.7461,12.191,2.3784
9.7617,12.219,2.3884
9.7695,12.238,2.3984
9.7813,12.262,2.4084
9.793,12.281,2.4184
9.8047,12.309,2.4284
9.8203,12.336,2.4384
9.832,12.359,2.4484
9.8477,12.387,2.4584
9.8594,12.41,2.4684
9.8711,12.434,2.4784
9.8867,12.465,2.4884
9.9023,12.492,2.4984
9.9102,12.512,2.5084
9.9258,12.535,2.5184
9.9336,12.559,2.5283
9.9453,12.582,2.5383
9.957,12.605,2.5483
9.9648,12.629,2.5583
9.9805,12.656,2.5683
9.9883,12.676,2.5783
10.008,12.703,2.5883
10.027,12.738,2.5983
10.043,12.762,2.6083
10.059,12.789,2.6183
10.07,12.813,2.6283
10.082,12.828,2.6383
10.09,12.84,2.6483
10.098,12.848,2.6583
10.105,12.859,2.6683
10.117,12.871,2.6782
10.129,12.883,2.6882
10.141,12.898,2.6982
10.152,12.91,2.7082
10.172,12.926,2.7182
10.188,12.941,2.7282
10.195,12.953,2.7382
10.211,12.965,2.7482
10.223,12.977,2.7582
10.234,12.992,2.7682
10.246,13.004,2.7782
10.258,13.016,2.7882
10.27,13.027,2.7982
10.281,13.043,2.8082
10.293,13.055,2.8182
10.305,13.07,2.8282
10.316,13.082,2.8381
10.324,13.09,2.8481
10.336,13.102,2.8581
10.348,13.113,2.8681
10.359,13.125,2.8781
10.371,13.137,2.8881
10.383,13.148,2.8981
10.395,13.16,2.9081
10.402,13.172,2.9181
10.414,13.184,2.9281
10.422,13.199,2.9381
10.434,13.207,2.9481
10.441,13.219,2.9581
10.453,13.227,2.9681
10.461,13.238,2.9781
10.473,13.246,2.988
10.48,13.254,2.998
10.492,13.266,3.008
10.5,13.273,3.018
10.508,13.281,3.028
10.516,13.293,3.038
10.531,13.309,3.048
10.559,13.34,3.058
